Serial No.,Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,PolicyNumber,RepNumber,Deductible,DriverRating,Days:Policy-Accident,Days:Policy-Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange-Claim,NumberOfCars,Year,BasePolicy,FraudFound
12168,Jan,5,Monday,Pontiac,Urban,Monday,Jan,5,Male,Single,50,Policy Holder,Sedan - Liability,Sport,"30,000 to 39,000",12168,7,400,3,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1996,Liability,No
12169,Feb,1,Tuesday,Chevrolet,Urban,Friday,Feb,1,Female,Married,42,Policy Holder,Sedan - Collision,Sedan,"30,000 to 39,000",12169,9,400,2,more than 30,more than 30,none,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1996,Collision,No
12170,Jan,5,Saturday,Ford,Urban,Friday,Feb,1,Male,Single,44,Policy Holder,Sedan - Collision,Sedan,"40,000 to 59,000",12170,9,400,3,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1996,Collision,No
12171,Jan,4,Thursday,Toyota,Urban,Monday,Feb,2,Male,Single,22,Third Party,Sedan - Collision,Sedan,"30,000 to 39,000",12171,14,400,2,more than 30,more than 30,2 to 4,6 years,26 to 30,No,No,External,1 to 2,no change,1 vehicle,1996,Collision,No
12172,Jan,4,Saturday,Pontiac,Urban,Thursday,Jan,4,Male,Married,63,Policy Holder,Sedan - All Perils,Sedan,"less than 20,000",12172,14,400,2,more than 30,more than 30,1,7 years,51 to 65,No,No,External,none,no change,1 vehicle,1996,All Perils,No
12173,May,2,Friday,Pontiac,Urban,Wednesday,May,3,Male,Married,65,Policy Holder,Sedan - All Perils,Sedan,"less than 20,000",12173,9,400,3,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1996,All Perils,Yes
12174,Jan,3,Tuesday,Honda,Urban,Tuesday,Jan,3,Male,Married,33,Third Party,Sedan - All Perils,Sedan,"30,000 to 39,000",12174,12,400,1,more than 30,more than 30,1,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1996,All Perils,No
12175,May,2,Friday,Toyota,Urban,Wednesday,May,3,Male,Single,18,Policy Holder,Sedan - All Perils,Sedan,"less than 20,000",12175,9,400,4,more than 30,more than 30,1,3 years,21 to 25,No,No,External,1 to 2,no change,1 vehicle,1996,All Perils,Yes
12176,Jan,3,Sunday,Pontiac,Urban,Tuesday,Jan,3,Female,Single,47,Policy Holder,Sedan - Liability,Sport,"30,000 to 39,000",12176,2,400,1,more than 30,more than 30,none,7 years,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1996,Liability,No
12177,Jan,2,Wednesday,Toyota,Urban,Friday,Jan,5,Female,Married,52,Policy Holder,Sedan - Collision,Sedan,"20,000 to 29,000",12177,9,400,4,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1996,Collision,No
12178,Jan,1,Tuesday,Mazda,Urban,Monday,Jan,5,Male,Single,24,Policy Holder,Sport - Collision,Sport,"more than 69,000",12178,3,400,4,more than 30,more than 30,1,4 years,26 to 30,No,No,External,none,no change,3 to 4,1996,Collision,No
12179,Jan,1,Saturday,Honda,Rural,Tuesday,Mar,3,Male,Single,0,Policy Holder,Sedan - All Perils,Sedan,"more than 69,000",12179,6,400,2,more than 30,more than 30,1,new,16 to 17,No,No,External,none,no change,1 vehicle,1996,All Perils,No
12180,Dec,1,Saturday,Honda,Rural,Tuesday,Feb,2,Male,Single,0,Policy Holder,Sedan - All Perils,Sedan,"more than 69,000",12180,9,400,3,more than 30,more than 30,none,new,16 to 17,No,No,External,none,no change,1 vehicle,1996,All Perils,No
12181,Nov,4,Tuesday,VW,Urban,Tuesday,Nov,5,Female,Married,43,Third Party,Sedan - All Perils,Sedan,"30,000 to 39,000",12181,8,400,1,more than 30,more than 30,none,7 years,36 to 40,No,No,External,more than 5,4 to 8 years,2 vehicles,1996,All Perils,No
12182,Oct,5,Saturday,Toyota,Urban,Wednesday,Feb,4,Male,Single,28,Policy Holder,Sedan - All Perils,Sedan,"20,000 to 29,000",12182,6,400,2,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,No
12183,May,2,Friday,Mazda,Urban,Tuesday,May,4,Male,Married,42,Policy Holder,Sedan - Collision,Sedan,"20,000 to 29,000",12183,9,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,Collision,Yes
12184,Feb,4,Saturday,Mazda,Urban,Wednesday,Mar,1,Male,Single,31,Third Party,Sedan - Collision,Sedan,"30,000 to 39,000",12184,14,700,3,more than 30,more than 30,none,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Collision,No
12185,Mar,3,Saturday,Toyota,Urban,Monday,Mar,3,Male,Single,28,Policy Holder,Sedan - Collision,Sedan,"20,000 to 29,000",12185,6,400,4,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,No
12186,Jul,2,Tuesday,Toyota,Urban,Tuesday,Jul,2,Male,Single,29,Policy Holder,Sedan - Liability,Sport,"less than 20,000",12186,16,400,1,more than 30,more than 30,1,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,Liability,No
12187,Mar,4,Tuesday,Pontiac,Urban,Tuesday,Apr,1,Male,Married,39,Policy Holder,Sedan - All Perils,Sedan,"20,000 to 29,000",12187,1,400,4,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1996,All Perils,No
12188,Mar,4,Tuesday,Accura,Urban,Wednesday,Mar,4,Male,Married,47,Third Party,Sedan - All Perils,Sedan,"30,000 to 39,000",12188,9,400,1,15 to 30,15 to 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,All Perils,No
12189,May,2,Saturday,Pontiac,Urban,Saturday,May,3,Male,Married,32,Policy Holder,Sedan - Collision,Sedan,"30,000 to 39,000",12189,14,400,2,more than 30,more than 30,1,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1996,Collision,Yes
12190,Jul,2,Sunday,Pontiac,Rural,Thursday,Jul,3,Male,Single,21,Policy Holder,Sedan - Collision,Sedan,"more than 69,000",12190,4,400,4,more than 30,more than 30,none,5 years,26 to 30,No,No,External,none,2 to 3 years,1 vehicle,1996,Collision,No
12191,Jun,3,Sunday,Mazda,Urban,Tuesday,Jun,4,Male,Single,35,Third Party,Sedan - Collision,Sedan,"20,000 to 29,000",12191,12,400,4,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,No
12192,Nov,1,Sunday,Chevrolet,Urban,Monday,Nov,2,Male,Married,52,Third Party,Sedan - Liability,Sport,"20,000 to 29,000",12192,2,400,1,more than 30,more than 30,1,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1996,Liability,No
12193,Oct,3,Thursday,Mazda,Urban,Friday,Oct,4,Female,Single,31,Policy Holder,Sedan - Collision,Sedan,"20,000 to 29,000",12193,4,400,3,more than 30,more than 30,1,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Collision,No
12194,May,2,Saturday,Honda,Urban,Thursday,May,3,Male,Married,40,Third Party,Sedan - Collision,Sedan,"30,000 to 39,000",12194,2,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,Internal,none,no change,1 vehicle,1996,Collision,No
12195,Dec,2,Friday,Chevrolet,Urban,Tuesday,Dec,2,Male,Married,76,Policy Holder,Sedan - All Perils,Sedan,"more than 69,000",12195,15,400,3,more than 30,more than 30,2 to 4,more than 7,over 65,No,No,External,3 to 5,1 year,1 vehicle,1996,All Perils,No
12196,Apr,1,Tuesday,Pontiac,Urban,Wednesday,Apr,2,Male,Married,44,Policy Holder,Sedan - All Perils,Sedan,"less than 20,000",12196,4,400,3,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,All Perils,No
12197,Mar,4,Saturday,Honda,Rural,Tuesday,Mar,5,Male,Married,41,Policy Holder,Sedan - Liability,Sport,"30,000 to 39,000",12197,10,400,3,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1996,Liability,No
12198,Aug,3,Friday,Toyota,Urban,Friday,Aug,4,Male,Single,28,Policy Holder,Sedan - Collision,Sedan,"more than 69,000",12198,5,400,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1996,Collision,No
12199,Aug,3,Monday,Chevrolet,Rural,Monday,Aug,3,Male,Married,65,Policy Holder,Sedan - Collision,Sedan,"20,000 to 29,000",12199,1,400,3,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1996,Collision,No
12200,Aug,2,Friday,Toyota,Urban,Friday,Feb,2,Male,Single,53,Policy Holder,Sedan - All Perils,Sedan,"20,000 to 29,000",12200,15,400,3,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1996,All Perils,No
12201,May,2,Saturday,Chevrolet,Urban,Tuesday,May,3,Male,Married,46,Third Party,Sedan - Liability,Sport,"30,000 to 39,000",12201,16,400,3,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,Liability,No
12202,May,1,Thursday,Toyota,Urban,Wednesday,May,2,Male,Married,63,Policy Holder,Sedan - All Perils,Sedan,"less than 20,000",12202,7,400,2,more than 30,more than 30,more than 4,6 years,51 to 65,No,No,External,none,4 to 8 years,2 vehicles,1996,All Perils,No
12203,May,2,Saturday,Honda,Urban,Tuesday,May,3,Male,Single,29,Third Party,Sedan - Collision,Sedan,"30,000 to 39,000",12203,11,400,1,more than 30,more than 30,none,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,Collision,No
12204,Jun,4,Monday,Honda,Urban,Monday,Jun,4,Male,Single,34,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",12204,12,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Liability,No
12205,Aug,4,Monday,Accura,Urban,Monday,Aug,4,Male,Married,52,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",12205,2,400,1,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,Liability,No
12206,Aug,4,Sunday,Toyota,Urban,Monday,Aug,5,Male,Married,65,Policy Holder,Sedan - All Perils,Sedan,"20,000 to 29,000",12206,13,400,3,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,3 to 5,no change,1 vehicle,1996,All Perils,No
12207,Jul,5,Friday,Honda,Urban,Friday,Aug,2,Male,Married,39,Third Party,Sedan - Collision,Sedan,"20,000 to 29,000",12207,11,400,2,more than 30,more than 30,none,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1996,Collision,No
12208,Oct,3,Friday,Mazda,Urban,Friday,Oct,3,Male,Married,74,Third Party,Sedan - All Perils,Sedan,"less than 20,000",12208,14,400,4,more than 30,more than 30,1,more than 7,over 65,No,No,External,none,no change,1 vehicle,1996,All Perils,No
12209,Oct,1,Tuesday,Pontiac,Urban,Thursday,Oct,1,Male,Married,60,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",12209,12,400,2,more than 30,more than 30,more than 4,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1996,Liability,No
12210,Sep,5,Wednesday,BMW,Urban,Monday,Oct,1,Male,Married,45,Policy Holder,Sedan - Liability,Sport,"more than 69,000",12210,11,400,3,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,Internal,none,no change,1 vehicle,1996,Liability,No
12211,May,4,Saturday,Pontiac,Urban,Monday,Jul,1,Male,Single,55,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",12211,5,400,4,more than 30,more than 30,more than 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1996,Liability,No
12212,May,4,Saturday,Pontiac,Urban,Thursday,Jun,1,Male,Married,38,Third Party,Sedan - Collision,Sedan,"20,000 to 29,000",12212,8,400,4,none,8 to 15,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Collision,No
12213,Jul,2,Sunday,Chevrolet,Urban,Monday,Jul,2,Male,Single,29,Policy Holder,Sedan - Collision,Sedan,"30,000 to 39,000",12213,2,400,3,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,No
12214,May,3,Sunday,Honda,Rural,Wednesday,May,3,Male,Married,60,Policy Holder,Sedan - Collision,Sedan,"20,000 to 29,000",12214,10,400,2,more than 30,more than 30,more than 4,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1996,Collision,Yes
12215,Sep,2,Saturday,Pontiac,Urban,Wednesday,Sep,2,Male,Married,54,Third Party,Sedan - All Perils,Sedan,"20,000 to 29,000",12215,13,700,3,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,All Perils,No
12216,Jun,4,Friday,Mazda,Urban,Thursday,Nov,1,Male,Married,31,Policy Holder,Sport - Collision,Sport,"more than 69,000",12216,5,400,3,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,No
12217,May,4,Tuesday,Honda,Urban,Thursday,May,4,Male,Married,34,Third Party,Sedan - Liability,Sport,"20,000 to 29,000",12217,9,400,1,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability,No
12218,Aug,4,Friday,Mazda,Urban,Friday,Sep,1,Male,Single,26,Third Party,Sedan - Liability,Sport,"30,000 to 39,000",12218,11,400,3,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability,No
12219,Nov,3,Friday,Chevrolet,Urban,Friday,Nov,3,Male,Married,34,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",12219,3,400,2,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,more than 5,no change,3 to 4,1996,Liability,No
12220,Nov,1,Tuesday,Honda,Urban,Wednesday,Nov,1,Male,Married,36,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",12220,2,400,1,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Liability,No
12221,Oct,5,Monday,Pontiac,Urban,Wednesday,Nov,1,Male,Single,26,Policy Holder,Sedan - Collision,Sedan,"30,000 to 39,000",12221,2,400,4,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Collision,No
12222,Dec,3,Saturday,Pontiac,Rural,Monday,Dec,3,Male,Married,36,Third Party,Sedan - All Perils,Sedan,"less than 20,000",12222,2,400,1,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,All Perils,No
12223,May,3,Monday,Honda,Urban,Tuesday,May,3,Male,Single,80,Policy Holder,Sedan - All Perils,Sedan,"20,000 to 29,000",12223,14,400,1,more than 30,more than 30,none,more than 7,over 65,No,No,External,3 to 5,4 to 8 years,2 vehicles,1996,All Perils,No
12224,Sep,3,Saturday,Honda,Urban,Tuesday,Oct,5,Male,Single,22,Third Party,Sedan - All Perils,Sedan,"more than 69,000",12224,16,400,4,more than 30,more than 30,1,new,26 to 30,No,No,External,none,no change,1 vehicle,1996,All Perils,No
12225,Sep,1,Monday,Ford,Urban,Monday,Sep,1,Male,Married,58,Policy Holder,Sedan - Liability,Sport,"40,000 to 59,000",12225,10,400,2,more than 30,more than 30,2 to 4,6 years,51 to 65,No,No,External,3 to 5,no change,1 vehicle,1996,Liability,No
12226,Aug,1,Tuesday,Ford,Urban,Wednesday,Aug,1,Male,Married,48,Policy Holder,Sedan - All Perils,Sedan,"30,000 to 39,000",12226,6,400,1,more than 30,more than 30,more than 4,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,No
12227,Apr,3,Tuesday,Mazda,Urban,Tuesday,Apr,3,Male,Married,50,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",12227,5,400,1,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1996,Liability,No
12228,Oct,2,Sunday,Mazda,Urban,Tuesday,Oct,2,Male,Married,40,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",12228,7,400,4,more than 30,more than 30,1,6 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Liability,No
12229,Nov,2,Thursday,Mazda,Urban,Thursday,Nov,2,Male,Married,41,Third Party,Sedan - Collision,Sedan,"30,000 to 39,000",12229,11,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,Yes,No,External,3 to 5,no change,1 vehicle,1996,Collision,No
12230,Oct,2,Saturday,VW,Urban,Monday,Oct,3,Male,Married,46,Third Party,Sedan - All Perils,Sedan,"30,000 to 39,000",12230,9,400,1,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,No
12231,Oct,2,Sunday,Pontiac,Urban,Tuesday,Oct,2,Male,Married,33,Third Party,Sedan - Collision,Sedan,"20,000 to 29,000",12231,10,400,3,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,Collision,No
12232,May,3,Monday,Pontiac,Urban,Monday,May,4,Male,Married,39,Policy Holder,Sedan - All Perils,Sedan,"less than 20,000",12232,15,400,2,more than 30,more than 30,1,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1996,All Perils,Yes
12233,Oct,3,Thursday,Ford,Urban,Tuesday,Oct,4,Male,Single,34,Policy Holder,Sedan - Collision,Sedan,"30,000 to 39,000",12233,16,400,4,more than 30,more than 30,more than 4,6 years,31 to 35,Yes,No,External,more than 5,no change,1 vehicle,1996,Collision,No
12234,Sep,4,Saturday,Chevrolet,Urban,Monday,Oct,2,Male,Single,24,Policy Holder,Sedan - Liability,Sport,"30,000 to 39,000",12234,16,400,3,more than 30,more than 30,1,5 years,26 to 30,No,No,Internal,none,no change,1 vehicle,1996,Liability,No
12235,Feb,3,Monday,Toyota,Urban,Thursday,Feb,4,Female,Married,44,Policy Holder,Sedan - All Perils,Sedan,"20,000 to 29,000",12235,4,400,1,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,All Perils,No
12236,Feb,4,Tuesday,Pontiac,Urban,Wednesday,Feb,4,Male,Married,38,Policy Holder,Sedan - Liability,Sport,"30,000 to 39,000",12236,15,400,4,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,Liability,No
12237,May,3,Monday,Pontiac,Urban,Tuesday,May,4,Male,Married,27,Policy Holder,Sedan - All Perils,Sedan,"20,000 to 29,000",12237,10,400,3,more than 30,more than 30,1,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,Yes
12238,Feb,1,Wednesday,Toyota,Urban,Monday,Feb,2,Male,Married,44,Policy Holder,Sedan - All Perils,Sedan,"more than 69,000",12238,6,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1996,All Perils,No
12239,Feb,1,Thursday,Toyota,Urban,Friday,Feb,1,Male,Married,59,Third Party,Sedan - Collision,Sedan,"20,000 to 29,000",12239,3,400,1,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1996,Collision,No
12240,Feb,1,Thursday,Chevrolet,Urban,Tuesday,Feb,3,Male,Married,28,Policy Holder,Sedan - Collision,Sedan,"20,000 to 29,000",12240,2,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,Collision,No
12241,Jul,3,Tuesday,Chevrolet,Urban,Tuesday,Aug,5,Male,Single,27,Policy Holder,Sedan - Liability,Sport,"40,000 to 59,000",12241,8,500,2,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,more than 5,2 to 3 years,1 vehicle,1996,Liability,No
12242,Nov,2,Sunday,Toyota,Urban,Monday,Nov,2,Male,Single,24,Policy Holder,Sedan - Collision,Sedan,"20,000 to 29,000",12242,8,400,1,more than 30,more than 30,none,5 years,26 to 30,Yes,No,External,3 to 5,no change,1 vehicle,1996,Collision,No
12243,Jul,1,Saturday,Honda,Urban,Monday,Aug,2,Male,Single,38,Policy Holder,Sedan - All Perils,Sedan,"more than 69,000",12243,10,400,1,more than 30,more than 30,none,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1996,All Perils,No
12244,Nov,1,Monday,Mazda,Urban,Tuesday,Nov,2,Male,Single,42,Policy Holder,Sedan - Liability,Sport,"more than 69,000",12244,11,400,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,4 to 8 years,2 vehicles,1996,Liability,No
12245,May,3,Tuesday,Pontiac,Urban,Monday,Jul,1,Male,Married,36,Policy Holder,Sedan - All Perils,Sedan,"less than 20,000",12245,7,400,1,more than 30,more than 30,1,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1996,All Perils,Yes
12246,Oct,1,Sunday,Accura,Rural,Tuesday,Oct,1,Male,Married,61,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",12246,13,700,4,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1996,Liability,No
12247,Sep,4,Sunday,Pontiac,Rural,Tuesday,Sep,4,Male,Married,53,Policy Holder,Sedan - Liability,Sport,"30,000 to 39,000",12247,11,400,3,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1996,Liability,No
12248,Jun,2,Saturday,Mazda,Urban,Monday,Jun,2,Male,Married,57,Policy Holder,Sedan - Collision,Sedan,"more than 69,000",12248,13,400,1,more than 30,more than 30,more than 4,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1996,Collision,No
12249,May,3,Tuesday,Chevrolet,Urban,Wednesday,May,4,Male,Single,32,Policy Holder,Sedan - All Perils,Sedan,"20,000 to 29,000",12249,13,400,3,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,All Perils,Yes
12250,Oct,2,Saturday,Toyota,Urban,Thursday,Oct,2,Male,Married,36,Policy Holder,Sedan - Liability,Sport,"30,000 to 39,000",12250,12,400,3,more than 30,more than 30,more than 4,5 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Liability,No
12251,Oct,1,Thursday,Pontiac,Urban,Monday,Oct,2,Male,Married,58,Policy Holder,Sedan - All Perils,Sedan,"30,000 to 39,000",12251,15,400,2,more than 30,more than 30,more than 4,more than 7,51 to 65,No,No,External,1 to 2,no change,1 vehicle,1996,All Perils,No
12252,Sep,4,Saturday,Honda,Urban,Friday,Oct,3,Male,Single,0,Policy Holder,Sedan - All Perils,Sedan,"more than 69,000",12252,5,400,1,more than 30,more than 30,none,new,16 to 17,No,No,External,none,no change,1 vehicle,1996,All Perils,No
12253,Apr,3,Monday,Honda,Urban,Monday,Apr,3,Male,Married,59,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",12253,1,400,1,more than 30,more than 30,1,7 years,51 to 65,No,No,External,more than 5,no change,1 vehicle,1996,Liability,No
12254,Oct,2,Friday,Pontiac,Rural,Monday,Oct,3,Male,Married,26,Policy Holder,Sedan - All Perils,Sedan,"less than 20,000",12254,7,400,3,more than 30,more than 30,1,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,All Perils,No
12255,Sep,1,Monday,Toyota,Urban,Monday,Oct,2,Female,Single,31,Policy Holder,Sedan - All Perils,Sedan,"20,000 to 29,000",12255,7,400,1,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,All Perils,No
12256,Jul,4,Friday,Pontiac,Urban,Tuesday,Aug,2,Male,Married,57,Policy Holder,Utility - Collision,Utility,"more than 69,000",12256,5,400,1,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1996,Collision,No
12257,Jul,1,Tuesday,Mazda,Urban,Monday,Jul,2,Male,Married,63,Third Party,Sedan - Collision,Sedan,"30,000 to 39,000",12257,6,400,2,more than 30,more than 30,2 to 4,7 years,51 to 65,No,No,External,none,no change,1 vehicle,1996,Collision,No
12258,Mar,2,Friday,Toyota,Urban,Friday,Mar,2,Female,Married,31,Policy Holder,Sedan - Liability,Sport,"30,000 to 39,000",12258,13,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1996,Liability,No
12259,Mar,2,Saturday,Toyota,Urban,Monday,Mar,3,Female,Married,70,Third Party,Sedan - All Perils,Sedan,"20,000 to 29,000",12259,10,400,1,more than 30,more than 30,2 to 4,more than 7,over 65,No,No,External,3 to 5,no change,1 vehicle,1996,All Perils,No
12260,Mar,2,Friday,Toyota,Urban,Tuesday,Mar,3,Male,Married,30,Third Party,Sedan - All Perils,Sedan,"20,000 to 29,000",12260,7,400,4,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,3 to 4,1996,All Perils,No
12261,Feb,2,Friday,Pontiac,Urban,Friday,Feb,2,Male,Single,27,Policy Holder,Sedan - Collision,Sedan,"less than 20,000",12261,4,400,3,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,Collision,No
12262,Nov,1,Sunday,Pontiac,Urban,Monday,Nov,1,Male,Single,21,Policy Holder,Sedan - Collision,Sedan,"20,000 to 29,000",12262,2,400,1,more than 30,more than 30,2 to 4,5 years,26 to 30,No,No,External,1 to 2,no change,1 vehicle,1996,Collision,No
12263,Oct,5,Tuesday,Saturn,Urban,Friday,Nov,1,Male,Married,30,Policy Holder,Sedan - Liability,Sport,"40,000 to 59,000",12263,11,400,1,more than 30,more than 30,none,6 years,31 to 35,No,No,Internal,3 to 5,no change,1 vehicle,1996,Liability,No
12264,May,3,Tuesday,Toyota,Urban,Thursday,May,3,Male,Married,26,Third Party,Sedan - Collision,Sedan,"20,000 to 29,000",12264,6,400,2,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Collision,No
12265,Jul,1,Thursday,Mazda,Urban,Friday,Jul,2,Male,Married,36,Third Party,Sedan - Liability,Sport,"20,000 to 29,000",12265,14,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,1 to 2,4 to 8 years,2 vehicles,1996,Liability,No
12266,May,1,Friday,Honda,Urban,Thursday,May,2,Male,Married,37,Policy Holder,Sedan - All Perils,Sedan,"more than 69,000",12266,5,400,3,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,No
12267,Apr,4,Wednesday,Pontiac,Urban,Friday,May,1,Female,Single,34,Policy Holder,Sedan - All Perils,Sedan,"less than 20,000",12267,1,400,2,more than 30,more than 30,none,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,All Perils,No
12268,Oct,4,Tuesday,Chevrolet,Urban,Tuesday,Oct,4,Female,Married,39,Policy Holder,Sedan - Liability,Sport,"more than 69,000",12268,10,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Liability,No
